2331-6705,2331-6691	Universal Journal of Materials Science	"Horizon Research Publishing Co., Ltd."
2331-6756,2331-6748	Universal Journal of Communications and Network	"Horizon Research Publishing Co., Ltd."
2331-687X	Translating the Americas	University of Michigan Library
2331-7000	Energy Technology & Policy	Informa UK (Taylor & Francis)
2331-7205	International Journal of Literature and Art	"Science and Engineering Publishing, Co."
2331-7299,2331-7299	Research in Immunology An International Journal	IBIMA Publishing
2331-7485	Research in Endocrinology	IBIMA Publishing
2331-7515,2331-7515	Smithsonian Herpetological Information Service	Smithsonian Institution
2331-7930	Open Journal of Heat Mass and Momentum Transfer	Sciknow Publications
2331-7981	Aquatic Biology Research	Sciknow Publications
2331-804X,2331-799X	Creative Education Studies	Hans Publishers
2331-8015	Open Journal of Artificial Intelligence	Sciknow Publications
2331-8082	Journal of Single Molecule Research	Sciknow Publications
2331-8171	Natural Environment	Sciknow Publications
2331-8201	Journal of Clinical and Experimental Neuroscience	Sciknow Publications
2331-8228	Journal of Condensed Matter Physics	Sciknow Publications
2331-8244	International Journal of Epidemiology & Infection	Sciknow Publications
2331-8260	Biochemistry & Molecular Biology	Sciknow Publications
2331-8295,2331-8287	Hans Journal of Medicinal Chemistry	Hans Publishers
2331-8465,2331-8457	Current Advances in Environmental Science	American V-King Scientific Publishers
2331-8996	Journal of Plant biology & Soil health	Avens Publishing Group
2331-9143,2331-9135	Purdue Journal of Service-Learning and International Engagement	Purdue University Press
2331-9577,2331-950X	Universal Journal of Management	"Horizon Research Publishing Co., Ltd."
2331-9615,2331-9593	Universal Journal of Geoscience	"Horizon Research Publishing Co., Ltd."
2331-9690,2331-9674	Universal Journal of Applied Science	"Horizon Research Publishing Co., Ltd."
2331-9720,2331-9712	Universal Journal of Accounting and Finance	"Horizon Research Publishing Co., Ltd."
2331-9895,2331-9887	International Journal of Cardiovascular and Cerebrovascular Disease	"Horizon Research Publishing Co., Ltd."
2332-0028,2332-001X	Bioengineering and Bioscience	"Horizon Research Publishing Co., Ltd."
2332-0044,2332-0036	Advances in Pharmacology and Pharmacy	"Horizon Research Publishing Co., Ltd."
2332-0206	American Journal of Life Science Researches	Definitive International Institute of Life Science (DIILI Publication)
2332-0265,2332-0257	Drug Repurposing Rescue and Repositioning	Mary Ann Liebert
2332-0346,2332-0346	The Korean Language in America	The Pennsylvania State University Press
2332-0621	Michigan Journal of Sustainability	University of Michigan Library
2332-0672	International Journal of Genomic Medicine	OMICS Publishing Group
2332-0737	Current Synthetic and Systems Biology	OMICS Publishing Group
2332-0761	Journal of Political Sciences & Public Affairs	OMICS Publishing Group
2332-0796	Journal of Electrical & Electronic Systems	OMICS Publishing Group
2332-0893	Journal of Biosafety & Health Education	OMICS Publishing Group
2332-0915	Anthropology	OMICS Publishing Group
2332-1024	Global Journal of Health Education and Promotion	"Sagamore Publishing, LLC"
2332-1067,2332-1032	Chemical and Materials Engineering	"Horizon Research Publishing Co., Ltd."
2332-1121,2332-1091	Civil Engineering and Architecture	"Horizon Research Publishing Co., Ltd."
2332-1261	Native American and Indigenous Studies	University of Minnesota Press
2332-1814,2332-1806	Open Journal of Emergency Medicine	"Scientific Research Publishing, Inc."
2332-1830,2332-1822	Open Journal of Therapy and Rehabilitation	"Scientific Research Publishing, Inc."
2332-2004,2332-1997	Art and Design Review	"Scientific Research Publishing, Inc."
2332-2012	Plant Genetics Genomics and Biotechnology	"Atlas Scienfitic Publishing, LP"
2332-2144,2332-2071	Mathematics and Statistics	"Horizon Research Publishing Co., Ltd."
2332-211X,2332-2101	Scholarship of Teaching and Learning in Psychology	American Psychological Association
2332-2381,2332-2373	Africa Journal of Management	Informa UK (Taylor & Francis)
2332-242X	Journal of Translational Toxicology	American Scientific Publishers
2332-2519	Journal of Astrobiology & Outreach	OMICS Publishing Group
2332-2543	Journal of Biodiversity & Endangered Species	OMICS Publishing Group
2332-2578,2332-2551	Theatre & Performance Design	Informa UK (Taylor & Francis)
2332-2594	Journal of Climatology & Weather Forecasting	OMICS Publishing Group
2332-2608	Journal of Fisheries & Livestock Production	OMICS Publishing Group
2332-2632,2332-2632	Oceanography Open Access	OMICS Publishing Group
2332-2713,2332-2705	Journal of Human Trafficking	Informa UK (Taylor & Francis)
2332-2748	International Journal of Veterinary Health Science & Research	SciDoc Publishers LLC
2332-2756	International Journal of Bioorganic Chemistry & Molecular Biology	SciDoc Publishers LLC
2332-2780	International Journal of Anesthesiology & Research	SciDoc Publishers LLC
2332-2799	International Journal of Clinical & Medical Allergy	SciDoc Publishers LLC
2332-2926	International Journal of Clinical Therapeutics and Diagnosis	SciDoc Publishers LLC
2332-2950,2332-2969	Policy Reviews in Higher Education	Informa UK (Taylor & Francis)
2332-2977	International Journal of Clinical Dermatology & Research	SciDoc Publishers LLC
2332-3000	International Journal of Behavioral Research & Psychology	SciDoc Publishers LLC
2332-3027,2332-3019	Universal Journal of Chemistry	"Horizon Research Publishing Co., Ltd."
2332-3213,2332-3205	Universal Journal of Educational Research	"Horizon Research Publishing Co., Ltd."
2332-3264,2332-3256	Anthropology Southern Africa	Informa UK (Taylor & Francis)
2332-3299,2332-3280	Universal Journal of Electrical and Electronic Engineering	"Horizon Research Publishing Co., Ltd."
2332-3329,2332-3310	Universal Journal of Industrial and Business Management	"Horizon Research Publishing Co., Ltd."
2332-3361,2332-3353	Universal Journal of Mechanical Engineering	"Horizon Research Publishing Co., Ltd."
2332-3450,2332-337X	Universal Journal of Plant Science	"Horizon Research Publishing Co., Ltd."
2332-3442	Journal of Andrology and Gynaecology	Avens Publishing Group
2332-3485,2332-3477	Universal Journal of Psychology	"Horizon Research Publishing Co., Ltd."
2332-3671	Journal of Cardiobiology	Avens Publishing Group
2332-371X	Research in Health and Nutrition	"Science and Engineering Publishing, Co."
2332-3868	Research and Applications in Economics	"Science and Engineering Publishing, Co."
2332-3930	Development in Earth Science	"Science and Engineering Publishing, Co."
2332-399X	Psychosociological Issues in Human Resource Management	Addleton Academic Publishers
2332-4031	The Journal of Web Science	Now Publishers
2332-4066	The Eagle Feather	University of North Texas Libraries
2332-4104	Journal of Food Processing & Beverages	Avens Publishing Group
2332-4120	Journal of Clinical & Medical Case Reports	Avens Publishing Group
2332-4325,2332-4309	Journal of Computational and Theoretical Transport	Informa UK (Taylor & Francis)
2332-483X,2332-483X	Journal of HIV/AIDS and Infectious Diseases	JScholar
2332-4856	Journal of Dentistry & Oral Health	JScholar
2332-5518	International Journal of Culture and History	"Macrothink Institute, Inc."
2332-5534,2375-9747	World Journal of Social Science Research	"Scholink Co, Ltd."
2332-5984,2332-5968	Computational Chemistry	"Scientific Research Publishing, Inc."
2332-6379	Narrative and Conflict Explorations in Theory and Practice	"Mason Publishing, George Mason University Libraries"
2332-6530	CourseSource	CourseSource
2332-6565,2332-6557	Foundations and Trends® in Electric Energy Systems	Now Publishers
2332-6824,2332-6794	Chinese Traditional Culture	Hans Publishers
2332-6840,2332-6832	International Journal of Social Work and Human Services Practice	"Horizon Research Publishing Co., Ltd."
2332-6921,2332-6913	Hans Journal of Medical Cosmetology	Hans Publishers
2332-7006,2332-6980	Instrumentation and Equipments	Hans Publishers
2332-712X,2332-7111	Nuclear Science and Technology	Hans Publishers
2332-7278	International Journal of Social Work	"Macrothink Institute, Inc."
2332-7294,2332-7308	Applied Economics and Finance	Redfame Publishing
2332-7707	IEEE Power and Energy Technology Systems Journal	Institute of Electrical and Electronics Engineers
2332-7715	IEEE Nanotechnology Express	Institute of Electrical and Electronics Engineers
2332-7731	IEEE Transactions on Cognitive Communications and Networking	Institute of Electrical and Electronics Engineers
2332-7766	IEEE Transactions on Multi-Scale Computing Systems	Institute of Electrical and Electronics Engineers
2332-7782	IEEE Transactions on Transportation Electrification	Institute of Electrical and Electronics Engineers
2332-7804	IEEE Transactions on Molecular Biological and Multi-Scale Communications	Institute of Electrical and Electronics Engineers
2332-7839,2332-7839	Journal of Sports Science	David Publishing Company
2332-7863	Forbes & Fifth	"University Library System, University of Pittsburgh"
2332-791X,2332-7901	Urbanization and Land Use	Hans Publishers
2332-7960,2332-7944	Studies in Synthetic Chemistry	Hans Publishers
2332-8029,2332-8010	Water pollution and treatment	Hans Publishers
2332-8215,2332-8215	J of Hydraulic Engineering	David Publishing Company
2332-8223,2332-8223	Journal of Geodesy and Geomatics Engineering	David Publishing Company
2332-8258,2332-8258	Jour of Aerospace Science and Technology	David Publishing Company
2332-8851,2332-8851	Journal of Entrepreneurship and Business Innovation	"Macrothink Institute, Inc."
2332-8908,2332-8894	Democratic Theory	Berghahn Books
2332-8983	Journal of Nuclear Engineering and Radiation Science	ASME International 
2332-9017	ASCE-ASME J Risk and Uncert in Engrg Sys Part B Mech Engrg	ASME International 
2332-9025	ASCE-ASME J Risk and Uncert in Engrg Sys Part B Mech Engrg	ASME International 
2333-0589	International Journal of Renewable Energy and Biofuels	IBIMA Publishing
2333-1100	Turkish Journal of Analysis and Number Theory	"Science and Education Publishing Co., Ltd."
2333-1119	Journal of Food and Nutrition Research	"Science and Education Publishing Co., Ltd."
2333-1135	International Journal of Dental Sciences and Research	"Science and Education Publishing Co., Ltd."
2333-1143	American Journal of Modeling and Optimization	"Science and Education Publishing Co., Ltd."
2333-116X	American Journal of Epidemiology and Infectious Disease	"Science and Education Publishing Co., Ltd."
2333-1178	World Journal of Analytical Chemistry	"Science and Education Publishing Co., Ltd."
2333-2077,2333-2050	Strategy Science	Institute for Operations Research and the Management Sciences
2333-2395	JMED Research	IBIMA Publishing
2333-2581	Modern Environmental Science and Engineering	Academic Star Publishing Company
2333-2670,2333-2751	Open Journal of Dentistry and Oral Medicine	"Horizon Research Publishing Co., Ltd."
2333-2697,2333-2735	Manufacturing Science and Technology	"Horizon Research Publishing Co., Ltd."
2333-3278,2333-2700	Advances in Energy and Power	"Horizon Research Publishing Co., Ltd."
2333-3294,2333-2727	Universal Journal of Food and Nutrition Science	"Horizon Research Publishing Co., Ltd."
2333-3065,2333-3073	The Cormac McCarthy Journal	The Pennsylvania State University Press
2333-3235	Current Research in Drug Discovery	Science Publications
2333-3324	Case Studies in Business and Management	"Macrothink Institute, Inc."
2333-357X,2333-3561	Occupational Diseases and Environmental Medicine	"Scientific Research Publishing, Inc."
2333-3650	Journal of Research and Practice in Dentistry	IBIMA Publishing
2333-3707	Journal of Research in Obesity	IBIMA Publishing
2333-4371	Research in Psychology and Behavioral Sciences	"Science and Education Publishing Co., Ltd."
2333-4436	Journal of Materials Physics and Chemistry	"Science and Education Publishing Co., Ltd."
