@id,subjects
2007-6819_1665-2436,[u'Education']
2007-6835,[]
2007-736X,[]
2007-7459_1665-3262,[]
2007-7467,[]
2007-8064,[]
2007-8080,[]
2007-8498_0188-6649,[u'Philosophy']
2007-8706_1870-3453,[]
2007-8846_1665-899X,[]
2007-901X_2007-9028,[]
2007-9621_0188-6266,[]
2007-9737_1405-5546,[u'General Computer Science']
2007-977X,[]
2007-9869_1870-6622,[]
2007-9907,[]
2007-9915,[]
2007-9990,[]
2008-1901_2008-1898,"[u'Algebra and Number Theory', u'Analysis']"
2008-2118_2008-210X,[u'General Dentistry']
2008-2150_2008-2142,"[u'Pediatrics, Perinatology, and Child Health']"
2008-2231_2008-2231,[]
2008-2304_1735-6865,[u'General Environmental Science']
2008-2401_2008-2398,"[u'Cancer Research', u'Genetics', u'Genetics(clinical)', u'Oncology']"
2008-2584_2008-2576,[]
2008-2630_2008-2622,[]
2008-2711_1735-1065,[u'Radiology Nuclear Medicine and imaging']
2008-2819,[]
2008-322X,[u'Ophthalmology']
2008-336X_2008-3084,[]
2008-4072_2008-2053,[u'Pathology and Forensic Medicine']
2008-4161_2008-3645,"[u'Microbiology', u'Infectious Diseases', u'Microbiology (medical)']"
2008-4846,[]
2008-5249_2008-5230,"[u'Gastroenterology', u'Hepatology']"
2008-5842,[]
2008-6695_2008-3556,[u'Civil and Structural Engineering']
2008-6814_2008-6520,"[u'Public Health, Environmental and Occupational Health']"
2008-6830_2008-5117,[u'Cardiology and Cardiovascular Medicine']
2008-6970_2008-6970,[u'Aquatic Science']
2008-7209_2008-000X,[u'Orthopedics and Sports Medicine']
2008-7667_2008-7695,[]
2008-7756_2008-7748,[]
2008-7802,"[u'Public Health, Environmental and Occupational Health']"
2008-823X_1028-852X,"[u'General Biochemistry, Genetics and Molecular Biology', u'Clinical Biochemistry', u'Biochemistry, medical']"
2008-8701_2008-8698,[]
2008-8752,[]
2008-949X,[]
2008-952X_2008-7284,[]
2008-9953_2008-9082,[]
2009-0021_1393-7197,[]
2009-003X_0791-7945,"[u'General Agricultural and Biological Sciences', u'General Environmental Science']"
2009-0048_0035-8991,"[u'History', u'Archaeology', u'Literature and Literary Theory', u'Archaeology', u'Cultural Studies']"
2009-0056_0332-0758,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language']"
2009-0064_0790-1763,[u'General Earth and Planetary Sciences']
2009-0072_0332-1460,"[u'Economics and Econometrics', u'Development', u'Political Science and International Relations']"
2009-3829,[]
2009-4507,[]
2009-7298_2009-826X,[]
2009-8618,[]
2009-8626,[]
2009-8774_2305-6983,"[u'Family Practice', u'Public Health, Environmental and Occupational Health']"
2009-9029,"[u'Agronomy and Crop Science', u'Animal Science and Zoology', u'Food Science', u'Ecology']"
2009-9479,[]
2009-972X,[]
2010-006X,[]
2010-0086_2010-0078,[]
2010-0094,[]
2010-0221_2010-0221,[]
2010-023X_2010-023X,[]
2010-0248_2010-0248,[]
2010-0264_2010-0264,[]
2010-0981,[]
2010-1333_2010-1325,"[u'Fluid Flow and Transfer Processes', u'Renewable Energy, Sustainability and the Environment', u'Control and Systems Engineering']"
2010-1368_2010-135X,"[u'Electrical and Electronic Engineering', u'Ceramics and Composites', u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics']"
2010-1406_2010-1392,[]
2010-1945_2010-1945,[]
2010-2283,[]
2010-314X,[]
2010-3255_2010-3247,[]
2010-3271_2010-3263,[]
2010-362X_2010-362X,[]
2010-3638_2010-3638,[]
2010-3646_2010-3646,[]
2010-3654_2010-3654,[]
2010-3689_2010-3689,[]
2010-3697_2010-3697,[]
2010-3700_2010-3700,[]
2010-3719_2010-3719,[]
2010-3743_2010-3743,[]
2010-3751_2010-3751,[]
2010-4618_2010-4618,"[u'General Chemical Engineering', u'General Engineering', u'General Environmental Science']"
2010-4626,[]
2010-4812,[]
2010-4960_2010-4952,[]
2011-0049_0121-4993,[]
2011-0324,[]
2011-0413,[]
2011-0731,[]
2011-0839_0041-9095,[]
2011-1177,[]
2011-1703_1692-8156,[]
2011-1711_0041-9060,[u'Law']
2011-2173,[]
2011-219X_0120-3649,[u'Religious studies']
2011-2629_0121-3709,[]
2011-2734_0120-4807,[]
2011-2742_1794-2489,[]
2011-2769_0123-2126,[u'General Engineering']
2011-2777_1657-9267,[u'General Psychology']
2011-3080,[]
2011-3668_0120-0062,[u'Philosophy']
2011-4273_0121-1617,"[u'History', u'Archaeology', u'Archaeology', u'Anthropology', u'Archaeology', u'Archaeology', u'Anthropology']"
2011-4680,[]
2011-5415_0120-4114,[]
2011-5474,[]
2011-7477_1692-8857,[u'Philosophy']
2011-7485_0123-417X,[]
2011-7531_0120-5552,[u'General Medicine']
2011-7574_0121-3261,[]
2011-7922_2011-2084,[u'General Psychology']
2011-799X,"[u'Language and Linguistics', u'Linguistics and Language']"
2011-9771_2011-9771,[]
2012-5720,[]
2012-6182,[]
2012-6883,[]
2012-8231,[]
2012-855X,[]
2012-9149,[]
2012-9939,[]
2012-998X,[]
2013-035X_1133-6595,[u'Political Science and International Relations']
2013-0953_2013-8423,"[u'Strategy and Management', u'Industrial and Manufacturing Engineering']"
2013-2514,[]
2013-3901,[]
2013-4479,[]
2013-5106,[]
2013-5114,[]
2013-5246,[u'Nursing (miscellaneous)']
2013-6196,[]
2013-6374,"[u'Computer Science Applications', u'Education']"
2013-6889_1137-1242,[]
2013-7338_1887-5181,[]
2013-8644,[]
2013-8857_2013-8857,[]
2013-9004_0210-2862,"[u'Social Sciences (miscellaneous)', u'Sociology and Political Science']"
2014-0983_0214-8757,"[u'Education', u'Cultural Studies']"
2014-1130,[]
2014-2862,[]
2014-3567,"[u'History', u'General Social Sciences', u'Education']"
2014-3575,[]
2014-3591,[]
2014-3605,[]
2014-3613,[]
2014-3621,[]
2014-3680,[]
2014-3885_0212-0372,[]
2014-4512_0212-1573,"[u'Earth-Surface Processes', u'Geography, Planning and Development']"
2014-4520_0211-3481,[]
2014-4806_2014-4865,[]
2014-5039_2462-6384,[]
2014-511X_2339-9309,[]
2014-5462,[]
2014-5993,[]
2014-6000_0213-2397,[]
2014-6418,[]
2014-671X,[]
2014-7910,[]
2014-7996,[]
2014-8100,[]
2014-8801_0211-819X,[]
2014-881X_0211-402X,[]
2014-8860,[]
2014-8992_2014-8992,[]
2014-900X,[]
2014-9018,[]
2014-9298_2014-9298,[]
2014-9727_0213-4039,[]
2014-9751,[]
2014-9832,[]
2026-6294,[]
2026-6596,[]
2027-095X,[]
2027-1034,[]
2027-1182_2027-1174,[u'Education']
2027-128X_0124-2059,[]
2027-1352_0122-7483,[u'Multidisciplinary']
2027-145X_0124-7913,"[u'Arts and Humanities (miscellaneous)', u'Geography, Planning and Development', u'Urban Studies']"
2027-212X_0124-0137,[]
2027-2448,[]
2027-2731_0120-4823,"[u'Linguistics and Language', u'Communication']"
2027-3355_2027-3355,[]
2027-3444_0120-4319,[]
2027-4297,[]
2027-5153_0123-580X,[]
2027-5331_0123-0999,[]
2027-534X_0122-8285,[u'Communication']
2027-5358_0123-1294,[]
2027-5366_0120-8942,[]
2027-5374_1657-5997,[u'General Nursing']
2027-5382_0123-3122,[]
2027-5846,[]
2027-7679_1692-715X,[]
2027-8284_0123-3033,[]
2028-2559,[]
2028-3997,[]
2028-652X,[]
2028-7925,[]
2028-876X,[]
2028-9782,[]
2029-0454_2029-0454,"[u'Law', u'Sociology and Political Science']"
2029-0551_1392-0340,[u'Education']
2029-056X_1392-110X,[]
2029-0578_1392-0146,[]
2029-0586_0235-7224,"[u'Ecology, Evolution, Behavior and Systematics', u'Ecology']"
2029-1132_2029-1132,[]
2029-2074_2345-0223,[]
2029-2139_1392-1649,"[u'Renewable Energy, Sustainability and the Environment', u'Environmental Engineering', u'Management, Monitoring, Policy and Law', u'Pollution', u'Waste Management and Disposal', u'Renewable Energy, Sustainability and the Environment', u'Environmental Engineering', u'Management, Monitoring, Policy and Law', u'Pollution', u'Waste Management and Disposal']"
2029-2252_2029-2341,[]
2029-283X,[]
2029-2872_1648-2603,[]
2029-3208,[]
2029-4174_1392-0138,[]
2029-4239_1392-9232,[]
2029-4433_1611-1699,"[u'Business, Management and Accounting (miscellaneous)', u'Economics and Econometrics']"
2029-4573_2029-4573,[]
2029-4921_2029-4913,[]
2029-5731_1392-1215,[u'Electrical and Electronic Engineering']
2029-5812_2029-9826,[]
2029-5839_1392-2785,"[u'Business and International Management', u'Economics and Econometrics', u'Engineering (miscellaneous)']"
2029-6169_2029-7491,[]
2029-6223_2029-6223,[]
2029-6339_2029-6320,[]
2029-6894_2029-6894,[]
2029-6983_1392-1207,[u'Condensed Matter Physics']
2029-7009_2029-6991,[u'General Earth and Planetary Sciences']
2029-7025_2029-7017,"[u'Renewable Energy, Sustainability and the Environment', u'Geography, Planning and Development', u'Safety Research']"
2029-7149,[]
2029-7181_1392-0456,[]
2029-7203_1648-2824,"[u'Archaeology', u'Education', u'Linguistics and Language', u'Archaeology', u'Education', u'Linguistics and Language']"
2029-7289_1392-1320,[u'General Materials Science']
2029-7947_2029-7955,"[u'Architecture', u'Geography, Planning and Development', u'Urban Studies']"
2029-8234,[]
2029-8315_1392-1517,[]
2029-8447,[]
2029-8668_2029-865X,[]
2029-8838_2029-882X,[]
2029-9001_2029-9001,[]
2029-932X_1392-1665,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science', u'Ecology']"
2029-9966,[]
2029-9990,[]
2030-9902_1782-7183,[]
2031-0064_1378-2274,[u'Literature and Literary Theory']
2031-0226_0025-2603,[]
2031-0234_0083-5897,"[u'History', u'Cultural Studies']"
2031-0242_0890-2917,[]
2031-0293,[]
2032-0043_2031-9703,[]
2032-0442_0009-8140,[]
2032-3921_2032-3913,[u'Plant Science']
2032-5355_2032-5355,[]
2032-6912_2032-6904,[]
2032-7471,[]
2032-9253,[]
2032-927X,[]
2032-9377,[]
2032-9393,[]
2032-9407,[]
2032-944X,[]
2032-9504,[]
2033-5393_2033-5385,[]
2033-6772_2033-6403,"[u'Drug guides', u'Pharmacy']"
2033-7485_1782-1592,[]
2034-1954_1374-8505,[u'Earth and Planetary Sciences (miscellaneous)']
2034-2098_1783-9025,[]
2034-2101_1780-3187,[]
2034-3523_2034-3515,[]
2034-4643,[]
2034-6395_2031-7654,[]
2034-6441_0009-6067,"[u'History', u'Archaeology', u'Archaeology']"
2034-645X_0778-9750,[]
2034-6468_1155-3316,[]
2034-6476_0068-4023,[]
2034-6506_0332-1592,"[u'History', u'Language and Linguistics', u'Archaeology', u'Literature and Literary Theory', u'Visual Arts and Performing Arts', u'Archaeology', u'Linguistics and Language']"
2034-6786_1016-4286,[]
2034-7642_2034-7634,[]
2034-7669_2034-7650,[]
2034-7871_0776-3824,[]
2034-8800,[]
2034-9378_2034-9378,[]
2035-1763_2035-1755,[]
2035-2468,[u'General Dentistry']
2035-3006,"[u'Hematology', u'Infectious Diseases']"
2035-357X_1120-3404,[]
2035-5114_2035-5106,"[u'Orthopedics and Sports Medicine', u'Surgery']"
2035-5556,[]
2035-603X_1720-3929,"[u'Economics and Econometrics', u'Geography, Planning and Development', u'Public Administration', u'Urban Studies', u'Food Animals', u'Economics and Econometrics', u'Geography, Planning and Development', u'Public Administration', u'Urban Studies', u'Food Animals']"
2035-6137_1590-9158,"[u'Health Policy', u'Pharmacology (medical)']"
2035-6994_1121-0737,[]
2035-8008_2035-8008,[]
2035-8148_2035-8253,[]
2035-8164_2035-8237,[u'Orthopedics and Sports Medicine']
2035-8377_2035-8385,[u'Clinical Neurology']
2035-9969,[u'Obstetrics and Gynaecology']
2036-0924_1973-9621,[u'Cardiology and Cardiovascular Medicine']
2036-2579_1826-1868,[u'Cardiology and Cardiovascular Medicine']
2036-265X_2036-2641,"[u'Ecology, Evolution, Behavior and Systematics']"
2036-3613_2036-3605,"[u'Histology', u'Oncology']"
2036-3877_2035-9411,[u'Health Policy']
2036-4091,[]
2036-4555_0392-1077,[]
2036-4601_2035-5262,[]
2036-5063_0393-9049,[]
2036-5071_2036-4040,[]
2036-5438,[]
2036-6779_2036-671X,[]
2036-7406_2036-7392,[u'Dermatology']
2036-7422_2036-7414,[]
2036-7449_2036-7430,[u'Infectious Diseases']
2036-7465_2036-7457,[u'Psychiatry and Mental health']
2036-7481_2036-7473,[]
2036-7503_2036-749X,[u'Pediatrics']
2036-752X_2036-7511,"[u'Immunology', u'Rheumatology']"
2036-7902_2036-3176,[u'Radiological and Ultrasound Technology']
2036-7996_2035-6005,"[u'Biochemistry', u'Biochemistry']"
2036-9921_2036-9913,"[u'Civil and Structural Engineering', u'Computational Mechanics', u'Mechanics of Materials', u'Safety, Risk, Reliability and Quality', u'Building and Construction']"
2037-0164_2037-0156,[u'Plant Science']
2037-0830,[]
2037-4798,[]
2037-6731_0393-5949,"[u'History', u'Literature and Literary Theory', u'Music', u'Visual Arts and Performing Arts']"
2037-7460_2037-7452,[]
2037-7649_2037-7355,[]
2037-7657_2037-7363,[]
2037-7851_1827-4625,[]
2037-7908_2037-7916,[]
2037-7924_2037-7932,"[u'Developmental and Educational Psychology', u'Social Psychology', u'Education']"
2038-0909,[]
2038-0925,[]
2038-1379_2038-1344,[]
2038-1719,"[u'General Earth and Planetary Sciences', u'Geology']"
2038-1956_2038-1948,[]
2038-3274_2038-0305,"[u'Immunology', u'Rheumatology']"
2038-3312_2038-131X,[u'Surgery']
2038-4815_0010-0757,"[u'General Mathematics', u'Applied Mathematics']"
2038-4947,[]
2038-6702_2038-6699,[]
2038-6745_1827-2479,[]
2038-8306_1121-760X,"[u'Biophysics', u'Cell Biology', u'Histology']"
2038-8314_1121-3086,"[u'Obstetrics and Gynaecology', u'Urology']"
2038-8330_2038-8322,[u'Hematology']
2038-9442,[]
2038-9582_2038-9574,[]
2038-9647_2038-9639,[]
2038-9663_2038-9655,[]
2038-9701_2038-9698,[]
2038-9930_2038-9922,"[u'Public Health, Environmental and Occupational Health']"
2039-2117_2039-9340,"[u'General Arts and Humanities', u'General Economics, Econometrics and Finance', u'General Social Sciences']"
2039-4349_2039-4330,[]
2039-4365_2039-4357,[]
2039-4381_2039-4373,[]
2039-4403_2039-439X,[]
2039-4446_2039-4438,[]
2039-4713_2039-4705,[]
2039-473X_2039-4721,[]
2039-4772_2039-4764,[u'Pulmonary and Respiratory Medicine']
2039-5094_2039-5086,"[u'Computer Networks and Communications', u'Hardware and Architecture', u'Signal Processing', u'Electrical and Electronic Engineering', u'Media Technology']"
2039-6805_1125-4718,[u'General Agricultural and Biological Sciences']
2039-6821_1825-859X,"[u'Biochemistry, medical', u'Medical Laboratory Technology']"
2039-7283_2039-7275,[]
2039-9383_2039-2788,[]
2039-9391_2039-9022,[]
2040-0551_1474-2748,"[u'Management of Technology and Innovation', u'Management, Monitoring, Policy and Law', u'Geography, Planning and Development']"
2040-056X_1477-9633,"[u'Business, Management and Accounting (miscellaneous)', u'Social Sciences (miscellaneous)']"
2040-0578_1474-2756,"[u'Visual Arts and Performing Arts', u'Communication']"
2040-0586_1601-829X,"[u'Visual Arts and Performing Arts', u'Communication']"
2040-0616_1468-2761,[u'Visual Arts and Performing Arts']
2040-0705,"[u'General Business, Management and Accounting', u'General Economics, Econometrics and Finance']"
2040-073X_2040-0721,[]
2040-0845_2040-0837,[]
2040-0861_1074-4797,[u'General Medicine']
2040-090X_1743-5234,"[u'General Arts and Humanities', u'Education']"
2040-0918_1740-8296,"[u'Communication', u'Cultural Studies']"
2040-0926_1468-2753,"[u'Education', u'Communication']"
2040-0934_1479-4713,"[u'Visual Arts and Performing Arts', u'Communication']"
2040-1078_2040-106X,"[u'Strategy and Management', u'Management Science and Operations Research']"
2040-1124_2040-1116,"[u'General Medicine', u'Endocrinology, Diabetes and Metabolism', u'Internal Medicine']"
2040-1388_1476-4504,"[u'Visual Arts and Performing Arts', u'Communication']"
2040-1752_2040-1744,[u'Medicine (miscellaneous)']
2040-2058_1359-6535,"[u'Infectious Diseases', u'Pharmacology (medical)', u'Pharmacology']"
2040-2066_0956-3202,"[u'Virology', u'General Medicine', u'Drug Discovery', u'Pharmacology']"
2040-2260_2040-2252,[]
2040-2309_2040-2295,"[u'Biotechnology', u'Biomedical Engineering', u'Health Informatics', u'Surgery']"
2040-2317,[]
2040-2392_2040-2392,"[u'Developmental Biology', u'Molecular Biology', u'Psychiatry and Mental health', u'Developmental Neuroscience']"
2040-2465_2040-2457,[]
2040-2511_2040-2503,"[u'Biochemistry', u'Pharmaceutical Science']"
2040-2570,[]
2040-2589,[]
2040-3240_2040-3232,[]
2040-3283_2040-3275,"[u'Literature and Literary Theory', u'Music', u'Visual Arts and Performing Arts']"
2040-3321_2040-3313,[u'Law']
2040-3372_2040-3364,[u'General Materials Science']
2040-3518_2040-350X,[]
2040-3534_2040-3526,[]
2040-3569_2040-3550,[]
2040-3593_2040-3585,[]
2040-3615_2040-3607,"[u'Applied Mathematics', u'Modelling and Simulation', u'Numerical Analysis']"
2040-3666_2040-3658,[]
2040-3690_2040-3682,[]
2040-3712_2040-3704,[]
2040-4166,[]
2040-4190_2040-4182,"[u'Media Technology', u'Sociology and Political Science', u'Communication']"
2040-4352_2040-4344,"[u'Anthropology', u'Cultural Studies', u'Demography']"
2040-4425_2040-4417,[]
2040-4476_2040-4468,"[u'Management of Technology and Innovation', u'Strategy and Management', u'Information Systems and Management']"
2040-4565_2040-4565,[]
2040-4697_2040-4689,[]
2040-4719_2040-4700,[]
2040-4786_0334-4355,"[u'History', u'Archaeology', u'Archaeology', u'Cultural Studies']"
2040-4867_0021-969X,"[u'History', u'Religious studies', u'Sociology and Political Science']"
2040-512X_2040-5111,[]
2040-5677_2040-5669,[u'Visual Arts and Performing Arts']
2040-5804_2040-5790,"[u'Economics and Econometrics', u'Development']"
2040-5979_2040-5960,"[u'History', u'Literature and Literary Theory', u'Philosophy', u'Cultural Studies']"
2040-6118_2040-610X,[]
2040-6142_2040-6134,[]
2040-6215_2040-6207,[]
2040-6231_2040-6223,[u'Medicine (miscellaneous)']
2040-6738,[]
2040-705X,[]
2040-7122,[u'Marketing']
2040-7149,"[u'Sociology and Political Science', u'Gender Studies']"
2040-7211_2168-1392,"[u'General Arts and Humanities', u'General Social Sciences']"
2040-7378_2040-7378,"[u'Neuroscience (miscellaneous)', u'Cognitive Neuroscience']"
2040-7467_2040-7459,"[u'General Computer Science', u'General Engineering']"
2040-7505_2042-2024,[]
2040-7947_2040-7939,"[u'Molecular Biology', u'Computational Theory and Mathematics', u'Software', u'Biomedical Engineering', u'Applied Mathematics', u'Modelling and Simulation']"
2040-8005,[u'Organizational Behavior and Human Resource Management']
2040-8021,"[u'General Business, Management and Accounting', u'Renewable Energy, Sustainability and the Environment']"
2040-8064_2040-8056,[u'Social Sciences (miscellaneous)']
2040-8072_0038-7134,"[u'History', u'Literature and Literary Theory', u'Philosophy', u'Religious studies', u'Visual Arts and Performing Arts', u'Cultural Studies', u'History', u'Literature and Literary Theory', u'Philosophy', u'Religious studies', u'Visual Arts and Performing Arts', u'Cultural Studies']"
2040-8153_1466-2035,"[u'History', u'Archaeology', u'Nature and Landscape Conservation', u'Archaeology', u'Geography, Planning and Development']"
2040-8269,"[u'General Business, Management and Accounting']"
2040-8528_1758-5716,"[u'Anthropology', u'Life-span and Life-course Studies']"
2040-8706_0082-2884,[u'History']
2040-8749,"[u'Business and International Management', u'Strategy and Management']"
2040-8773_2040-8765,[]
2040-8986_2040-8978,"[u'Electronic, Optical and Magnetic Materials', u'Atomic and Molecular Physics, and Optics']"
2041-0387,[]
2041-0492_2041-0484,[]
2041-0611_0032-3187,[u'Sociology and Political Science']
2041-0778_2041-076X,[]
